page_url,fqdn,city_slug,pref
https://www.city.shiroi.chiba.jp/about_hp/life_event/8001.html,www.city.shiroi.chiba.jp,shiroi,chiba
https://www.city.shiroi.chiba.jp/about_hp/life_event/8002.html,www.city.shiroi.chiba.jp,shiroi,chiba
https://www.city.shiroi.chiba.jp/about_hp/life_event/8003.html,www.city.shiroi.chiba.jp,shiroi,chiba
https://www.city.shiroi.chiba.jp/about_hp/life_event/8004.html,www.city.shiroi.chiba.jp,shiroi,chiba
https://www.city.shiroi.chiba.jp/about_hp/life_event/8005.html,www.city.shiroi.chiba.jp,shiroi,chiba
