page_url,fqdn,city_slug,pref
https://www.city.narita.chiba.jp/business/index0053.html,www.city.narita.chiba.jp,narita,千葉県
https://www.city.narita.chiba.jp/event/index.html,www.city.narita.chiba.jp,narita,千葉県
https://www.city.narita.chiba.jp/kanko/index.html,www.city.narita.chiba.jp,narita,千葉県
